Authors,Gas holdup,Column diameter(m),Liquid height (m),Sparger hole diameter (m),Sparger Encode,%FA,Density of Gas (kg/m3),Viscosity of Gas (Pa.s),Molecular Weight of gas (kg/kmol),Density of Liquid (kg/m3),Viscosity of Liquid (Pa.s),Surface Tension of Liquid (N/m),i+ (k.ion/m3),Temperature (K),Pressure (kPa),Superficial gas velocity (m/s)
Parasu Veera and Joshi 2000,0.2441,0.385,0.873021765,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.1525
Parasu Veera and Joshi 2000,0.2614,0.385,0.853125735,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.1747
Parasu Veera and Joshi 2000,0.2751,0.385,0.837223695,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2048
Parasu Veera and Joshi 2000,0.2933,0.385,0.816198075,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2341
Parasu Veera and Joshi 2000,0.2968,0.385,0.812250285,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2634
Parasu Veera and Joshi 2000,0.3071,0.385,0.800332995,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2935
Parasu Veera and Joshi 2000,0.1117,0.385,1.36799894,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0272
Parasu Veera and Joshi 2000,0.1324,0.385,1.33614096,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0399
Parasu Veera and Joshi 2000,0.1511,0.385,1.30730754,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0463
Parasu Veera and Joshi 2000,0.1659,0.385,1.2845602,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0598
Parasu Veera and Joshi 2000,0.1762,0.385,1.26865046,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.078
Parasu Veera and Joshi 2000,0.2013,0.385,1.22997798,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.1002
Parasu Veera and Joshi 2000,0.2215,0.385,1.19890232,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.1272
Parasu Veera and Joshi 2000,0.2456,0.385,1.16175136,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.1518
Parasu Veera and Joshi 2000,0.255,0.385,1.14736776,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.1747
Parasu Veera and Joshi 2000,0.2712,0.385,1.12236894,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.204
Parasu Veera and Joshi 2000,0.283,0.385,1.1042031,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2341
Parasu Veera and Joshi 2000,0.2874,0.385,1.09742248,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2642
Parasu Veera and Joshi 2000,0.3007,0.385,1.07697744,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2935
Parasu Veera and Joshi 2000,0.1575,0.385,1.621837525,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0637
Parasu Veera and Joshi 2000,0.1934,0.385,1.552653025,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.1002
Parasu Veera and Joshi 2000,0.2072,0.385,1.52613615,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.124
Parasu Veera and Joshi 2000,0.221,0.385,1.4996289,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.1517
Parasu Veera and Joshi 2000,0.2431,0.385,1.456980525,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.1747
Parasu Veera and Joshi 2000,0.2549,0.385,1.434273225,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2048
Parasu Veera and Joshi 2000,0.2716,0.385,1.402075675,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2341
Parasu Veera and Joshi 2000,0.2834,0.385,1.3793703,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.265
Parasu Veera and Joshi 2000,0.2874,0.385,1.37183585,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2919
Parasu Veera and Joshi 2000,0.1417,0.385,1.98259908,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0479
Parasu Veera and Joshi 2000,0.1466,0.385,1.97124081,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0589
Parasu Veera and Joshi 2000,0.1757,0.385,1.90411221,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0772
Parasu Veera and Joshi 2000,0.1836,0.385,1.88595099,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0986
Parasu Veera and Joshi 2000,0.1978,0.385,1.85299653,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.1239
Parasu Veera and Joshi 2000,0.2087,0.385,1.8280185,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.1516
Parasu Veera and Joshi 2000,0.2407,0.385,1.75407309,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.1755
Parasu Veera and Joshi 2000,0.2505,0.385,1.73137503,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2048
Parasu Veera and Joshi 2000,0.2667,0.385,1.6938768,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2341
Parasu Veera and Joshi 2000,0.2726,0.385,1.68028707,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2625
Parasu Veera and Joshi 2000,0.2795,0.385,1.66442199,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2926
Parasu Veera and Joshi 2000,0.0449,0.385,0.367726321,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0035
Parasu Veera and Joshi 2000,0.0751,0.385,0.356067289,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0044
Parasu Veera and Joshi 2000,0.1062,0.385,0.344107225,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0189
Parasu Veera and Joshi 2000,0.1403,0.385,0.331003365,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0256
Parasu Veera and Joshi 2000,0.1661,0.385,0.32105997,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0387
Parasu Veera and Joshi 2000,0.1986,0.385,0.30853284,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0443
Parasu Veera and Joshi 2000,0.2188,0.385,0.300747755,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0579
Parasu Veera and Joshi 2000,0.2372,0.385,0.293679155,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0746
Parasu Veera and Joshi 2000,0.2529,0.385,0.287614635,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0951
Parasu Veera and Joshi 2000,0.2852,0.385,0.27521109,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.1217
Parasu Veera and Joshi 2000,0.3092,0.385,0.2659734,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.149
Parasu Veera and Joshi 2000,0.3242,0.385,0.260195705,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.1705
Parasu Veera and Joshi 2000,0.3321,0.385,0.25714458,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.2005
Parasu Veera and Joshi 2000,0.3434,0.385,0.252798315,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.2299
Parasu Veera and Joshi 2000,0.3696,0.385,0.242694375,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.2603
Parasu Veera and Joshi 2000,0.3899,0.385,0.234893505,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.2902
Parasu Veera and Joshi 2000,0.072,0.385,0.722209411,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0044
Parasu Veera and Joshi 2000,0.0965,0.385,0.695698773,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.019
Parasu Veera and Joshi 2000,0.135,0.385,0.66603922,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0246
Parasu Veera and Joshi 2000,0.1586,0.385,0.64787723,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0387
Parasu Veera and Joshi 2000,0.1852,0.385,0.62743065,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0433
Parasu Veera and Joshi 2000,0.2147,0.385,0.60466098,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0584
Parasu Veera and Joshi 2000,0.2323,0.385,0.59110359,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0731
Parasu Veera and Joshi 2000,0.2436,0.385,0.58242646,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0946
Parasu Veera and Joshi 2000,0.2792,0.385,0.55502447,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.1234
Parasu Veera and Joshi 2000,0.2938,0.385,0.54375013,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.1485
Parasu Veera and Joshi 2000,0.3141,0.385,0.52816225,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.1711
Parasu Veera and Joshi 2000,0.3242,0.385,0.52033135,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.2021
Parasu Veera and Joshi 2000,0.3292,0.385,0.51653448,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.2305
Parasu Veera and Joshi 2000,0.361,0.385,0.49200921,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.2603
Parasu Veera and Joshi 2000,0.3861,0.385,0.47266835,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.2886
Parasu Veera and Joshi 2000,0.0931,0.385,1.047428613,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0218
Parasu Veera and Joshi 2000,0.1143,0.385,1.022956935,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0276
Parasu Veera and Joshi 2000,0.1472,0.385,0.985003635,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0414
Parasu Veera and Joshi 2000,0.2035,0.385,0.91999677,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0611
Parasu Veera and Joshi 2000,0.2234,0.385,0.896951055,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0826
Parasu Veera and Joshi 2000,0.24,0.385,0.87774918,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.1009
Parasu Veera and Joshi 2000,0.2655,0.385,0.84829206,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.1272
Parasu Veera and Joshi 2000,0.286,0.385,0.824634195,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.1526
Parasu Veera and Joshi 2000,0.2948,0.385,0.81451293,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.1763
Parasu Veera and Joshi 2000,0.3147,0.385,0.791554995,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.208
Parasu Veera and Joshi 2000,0.3228,0.385,0.7821198,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.2364
Parasu Veera and Joshi 2000,0.3489,0.385,0.75203667,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.2651
Parasu Veera and Joshi 2000,0.3777,0.385,0.718748415,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.2961
Parasu Veera and Joshi 2000,0.1358,0.385,1.3308757,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0378
Parasu Veera and Joshi 2000,0.1728,0.385,1.27384796,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.046
Parasu Veera and Joshi 2000,0.1968,0.385,1.2369511,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0596
Parasu Veera and Joshi 2000,0.2241,0.385,1.19487214,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0731
Parasu Veera and Joshi 2000,0.247,0.385,1.15962462,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.1067
Parasu Veera and Joshi 2000,0.2759,0.385,1.11513402,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.1486
Parasu Veera and Joshi 2000,0.2901,0.385,1.0931767,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.1696
Parasu Veera and Joshi 2000,0.3138,0.385,1.05677726,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.2032
Parasu Veera and Joshi 2000,0.3442,0.385,1.00992738,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.2599
Parasu Veera and Joshi 2000,0.265,0.385,1.414784525,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.1492
Parasu Veera and Joshi 2000,0.289,0.385,1.3686134,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.1728
Parasu Veera and Joshi 2000,0.3048,0.385,1.33824845,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.2022
Parasu Veera and Joshi 2000,0.3206,0.385,1.307885425,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.231
Parasu Veera and Joshi 2000,0.3341,0.385,1.2818267,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.2626
Parasu Veera and Joshi 2000,0.0849,0.385,2.113969473,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0012
Parasu Veera and Joshi 2000,0.0857,0.385,2.112139491,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0191
Parasu Veera and Joshi 2000,0.1182,0.385,2.03695338,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0289
Parasu Veera and Joshi 2000,0.1403,0.385,1.98594858,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0383
Parasu Veera and Joshi 2000,0.1874,0.385,1.87701822,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0591
Parasu Veera and Joshi 2000,0.217,0.385,1.80871383,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0737
Parasu Veera and Joshi 2000,0.2335,0.385,1.77058959,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.0957
Parasu Veera and Joshi 2000,0.2556,0.385,1.71948777,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.1219
Parasu Veera and Joshi 2000,0.2602,0.385,1.70897034,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.1487
Parasu Veera and Joshi 2000,0.2819,0.385,1.65874863,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.1723
Parasu Veera and Joshi 2000,0.2996,0.385,1.61799099,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.2017
Parasu Veera and Joshi 2000,0.3191,0.385,1.5729252,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.2295
Parasu Veera and Joshi 2000,0.3371,0.385,1.53128052,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.2631
Parasu Veera and Joshi 2000,0.3604,0.385,1.47758226,0.001,3,0.42,1.18,1.82E-05,28.84,1000,0.0008,0.07092,0,298,100,0.2903
Parasu Veera and Joshi 2000,0.0883,0.385,0.350995876,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0016
Parasu Veera and Joshi 2000,0.112,0.385,0.341877305,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0176
Parasu Veera and Joshi 2000,0.1278,0.385,0.33579854,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0223
Parasu Veera and Joshi 2000,0.1372,0.385,0.332189165,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0359
Parasu Veera and Joshi 2000,0.1697,0.385,0.319651255,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0407
Parasu Veera and Joshi 2000,0.1796,0.385,0.315852075,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0551
Parasu Veera and Joshi 2000,0.1979,0.385,0.30882313,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0726
Parasu Veera and Joshi 2000,0.2067,0.385,0.305403945,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0949
Parasu Veera and Joshi 2000,0.223,0.385,0.29913499,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.1221
Parasu Veera and Joshi 2000,0.2526,0.385,0.28773668,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.1468
Parasu Veera and Joshi 2000,0.2546,0.385,0.286977075,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.1723
Parasu Veera and Joshi 2000,0.2719,0.385,0.280328125,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2027
Parasu Veera and Joshi 2000,0.2748,0.385,0.27918814,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2306
Parasu Veera and Joshi 2000,0.2961,0.385,0.271019595,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2617
Parasu Veera and Joshi 2000,0.3242,0.385,0.26019147,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.292
Parasu Veera and Joshi 2000,0.0711,0.385,0.715289498,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0016
Parasu Veera and Joshi 2000,0.0814,0.385,0.707310835,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0168
Parasu Veera and Joshi 2000,0.0938,0.385,0.6978125,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0231
Parasu Veera and Joshi 2000,0.1293,0.385,0.67045748,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0367
Parasu Veera and Joshi 2000,0.1554,0.385,0.65032044,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0559
Parasu Veera and Joshi 2000,0.1776,0.385,0.63322336,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0726
Parasu Veera and Joshi 2000,0.1905,0.385,0.62334503,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0949
Parasu Veera and Joshi 2000,0.2191,0.385,0.60130917,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.1237
Parasu Veera and Joshi 2000,0.2452,0.385,0.5811729,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.1492
Parasu Veera and Joshi 2000,0.2521,0.385,0.57585374,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.1723
Parasu Veera and Joshi 2000,0.2556,0.385,0.57319416,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2027
Parasu Veera and Joshi 2000,0.2748,0.385,0.55837628,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2314
Parasu Veera and Joshi 2000,0.2822,0.385,0.55267751,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2609
Parasu Veera and Joshi 2000,0.3069,0.385,0.53368084,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2904
Parasu Veera and Joshi 2000,0.0641,0.385,1.080912872,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0199
Parasu Veera and Joshi 2000,0.0967,0.385,1.043299373,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0391
Parasu Veera and Joshi 2000,0.1105,0.385,1.02734247,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0423
Parasu Veera and Joshi 2000,0.1347,0.385,0.99941688,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.059
Parasu Veera and Joshi 2000,0.153,0.385,0.978330045,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0758
Parasu Veera and Joshi 2000,0.1816,0.385,0.945276255,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0989
Parasu Veera and Joshi 2000,0.1959,0.385,0.92874936,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.1253
Parasu Veera and Joshi 2000,0.2166,0.385,0.90481314,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.1516
Parasu Veera and Joshi 2000,0.2289,0.385,0.890566215,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.1739
Parasu Veera and Joshi 2000,0.2497,0.385,0.866629995,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2043
Parasu Veera and Joshi 2000,0.2689,0.385,0.84440433,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2338
Parasu Veera and Joshi 2000,0.2763,0.385,0.83585502,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2617
Parasu Veera and Joshi 2000,0.2906,0.385,0.819328125,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2936
Parasu Veera and Joshi 2000,0.0592,0.385,1.44881583,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0176
Parasu Veera and Joshi 2000,0.0923,0.385,1.397904662,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0391
Parasu Veera and Joshi 2000,0.1115,0.385,1.36826998,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0423
Parasu Veera and Joshi 2000,0.1352,0.385,1.33179662,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0566
Parasu Veera and Joshi 2000,0.1638,0.385,1.28772336,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0742
Parasu Veera and Joshi 2000,0.1801,0.385,1.26264754,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0997
Parasu Veera and Joshi 2000,0.1934,0.385,1.24213166,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.1229
Parasu Veera and Joshi 2000,0.2176,0.385,1.20489754,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.1508
Parasu Veera and Joshi 2000,0.2285,0.385,1.18818084,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.1739
Parasu Veera and Joshi 2000,0.2457,0.385,1.16158504,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2035
Parasu Veera and Joshi 2000,0.2664,0.385,1.12967162,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2338
Parasu Veera and Joshi 2000,0.2748,0.385,1.11675256,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2633
Parasu Veera and Joshi 2000,0.2956,0.385,1.08483914,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.2928
Parasu Veera and Joshi 2000,0.0439,0.385,1.840464588,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.004
Parasu Veera and Joshi 2000,0.0952,0.385,1.741681673,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0391
Parasu Veera and Joshi 2000,0.11,0.385,1.713186475,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0415
Parasu Veera and Joshi 2000,0.1357,0.385,1.663794825,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0551
Parasu Veera and Joshi 2000,0.1628,0.385,1.611554175,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.075
Parasu Veera and Joshi 2000,0.1752,0.385,1.5878093,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.0973
Parasu Veera and Joshi 2000,0.19,0.385,1.559313525,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.1237
Parasu Veera and Joshi 2000,0.2161,0.385,1.50897285,0.003,3,0.42,1.18,1.82E-05,28.84,1000,0.000891,0.072,0,298,100,0.1516
